airport,month,avg_arr_delay,avg_dep_delay,delay_band,flight_count,top3_causes
ABI,11,30.5,34.0,medio,2,"[('Carrier', 48.0)]"
ABI,12,127.0,127.5,alto,4,"[('Carrier', 239.0)]"
ABI,12,-7.56,-4.06,basso,32,"[('Carrier', 239.0)]"
ABI,12,4.0,19.0,medio,1,"[('Carrier', 239.0)]"
ABQ,1,167.21,171.93,alto,28,"[('Carrier', 1489.0)]"
ABQ,1,-7.99,-3.31,basso,370,"[('Carrier', 1489.0)]"
ABQ,1,25.76,31.2,medio,50,"[('Carrier', 1489.0)]"
ABQ,2,137.15,137.15,alto,20,"[('Carrier', 1559.0)]"
ABQ,2,-8.46,-3.2,basso,352,"[('Carrier', 1559.0)]"
ABQ,2,29.79,31.5,medio,42,"[('Carrier', 1559.0)]"
ABQ,3,122.33,132.04,alto,24,"[('Carrier', 1445.0)]"
ABQ,3,-8.23,-2.18,basso,382,"[('Carrier', 1445.0)]"
ABQ,3,23.02,31.13,medio,56,"[('Carrier', 1445.0)]"
ABQ,4,168.68,170.5,alto,28,"[('Carrier', 2221.0)]"
ABQ,4,-7.54,-2.36,basso,368,"[('Carrier', 2221.0)]"
ABQ,4,24.67,32.24,medio,70,"[('Carrier', 2221.0)]"
ABQ,5,172.68,190.53,alto,38,"[('Carrier', 2268.0)]"
ABQ,5,-8.19,-2.33,basso,399,"[('Carrier', 2268.0)]"
ABQ,5,25.46,30.81,medio,70,"[('Carrier', 2268.0)]"
ABQ,6,201.94,208.76,alto,33,"[('Carrier', 3509.0)]"
ABQ,6,-7.15,-1.9,basso,412,"[('Carrier', 3509.0)]"
ABQ,6,24.87,30.69,medio,70,"[('Carrier', 3509.0)]"
ABQ,7,130.14,131.41,alto,37,"[('Carrier', 2175.0)]"
ABQ,7,-7.08,-1.67,basso,374,"[('Carrier', 2175.0)]"
ABQ,7,27.93,32.82,medio,89,"[('Carrier', 2175.0)]"
ABQ,8,163.51,162.79,alto,39,"[('Carrier', 3682.0)]"
ABQ,8,-7.79,-3.6,basso,405,"[('Carrier', 3682.0)]"
ABQ,8,25.42,30.46,medio,52,"[('Carrier', 3682.0)]"
ABQ,9,130.6,133.47,alto,15,"[('Carrier', 1594.0)]"
ABQ,9,-10.39,-3.98,basso,415,"[('Carrier', 1594.0)]"
ABQ,9,23.86,29.21,medio,57,"[('Carrier', 1594.0)]"
ABQ,10,164.32,170.36,alto,22,"[('Carrier', 1501.0)]"
ABQ,10,-8.29,-3.32,basso,495,"[('Carrier', 1501.0)]"
ABQ,10,22.28,29.09,medio,43,"[('Carrier', 1501.0)]"
ABQ,11,108.88,108.06,alto,17,"[('Carrier', 580.0)]"
ABQ,11,-7.08,-3.55,basso,431,"[('Carrier', 580.0)]"
ABQ,11,34.39,30.9,medio,31,"[('Carrier', 580.0)]"
ABQ,12,153.27,155.38,alto,26,"[('Carrier', 924.0)]"
ABQ,12,-9.2,-3.0,basso,415,"[('Carrier', 924.0)]"
ABQ,12,27.0,33.08,medio,64,"[('Carrier', 924.0)]"
ABR,1,176.0,197.0,alto,1,"[('Carrier', 23.0)]"
ABR,1,-13.33,-4.44,basso,18,"[('Carrier', 23.0)]"
ABR,1,3.0,21.0,medio,1,"[('Carrier', 23.0)]"
ABR,2,-20.08,-5.08,basso,13,"[('Carrier', 31.0)]"
ABR,2,31.0,49.0,medio,1,"[('Carrier', 31.0)]"
ABR,3,122.0,148.0,alto,2,"[('Carrier', 32.0)]"
ABR,3,-23.86,-4.57,basso,14,"[('Carrier', 32.0)]"
ABR,3,-11.0,15.0,medio,1,"[('Carrier', 32.0)]"
ABR,4,-14.24,-2.82,basso,17,[]
ABR,5,318.0,333.0,alto,1,"[('Carrier', 357.0)]"
ABR,5,-8.0,-5.2,basso,15,"[('Carrier', 357.0)]"
ABR,5,28.5,30.5,medio,2,"[('Carrier', 357.0)]"
ABR,6,444.75,450.5,alto,4,"[('Carrier', 1638.0)]"
ABR,6,-4.75,-5.25,basso,4,"[('Carrier', 1638.0)]"
ABR,6,39.0,41.0,medio,3,"[('Carrier', 1638.0)]"
ABR,7,190.5,186.0,alto,2,"[('Carrier', 367.0)]"
ABR,7,-9.42,-1.92,basso,12,"[('Carrier', 367.0)]"
ABR,8,296.5,270.5,alto,2,"[('Carrier', 462.0)]"
ABR,8,-12.07,-5.73,basso,15,"[('Carrier', 462.0)]"
ABR,8,27.0,15.0,medio,1,"[('Carrier', 462.0)]"
ABR,9,47.0,61.0,alto,1,"[('Carrier', 82.0)]"
ABR,9,-10.7,-4.3,basso,10,"[('Carrier', 82.0)]"
ABR,10,146.0,157.5,alto,2,"[('Carrier', 292.0)]"
ABR,10,-19.1,-6.5,basso,10,"[('Carrier', 292.0)]"
ABR,10,9.0,16.0,medio,1,"[('Carrier', 292.0)]"
ABR,11,-12.64,-2.79,basso,14,"[('Carrier', 58.0)]"
ABR,11,16.25,26.5,medio,4,"[('Carrier', 58.0)]"
ABR,12,66.0,89.0,alto,1,"[('Carrier', 209.0)]"
ABR,12,2.08,-1.75,basso,12,"[('Carrier', 209.0)]"
ABR,12,14.0,29.0,medio,1,"[('Carrier', 209.0)]"
ABY,1,440.33,456.67,alto,3,"[('Carrier', 1340.0)]"
ABY,1,-6.8,-6.1,basso,10,"[('Carrier', 1340.0)]"
ABY,1,19.0,31.0,medio,1,"[('Carrier', 1340.0)]"
ABY,2,129.0,98.0,alto,1,"[('Carrier', 98.0)]"
ABY,2,-8.36,-5.64,basso,11,"[('Carrier', 98.0)]"
ABY,2,23.5,39.0,medio,2,"[('Carrier', 98.0)]"
ABY,3,73.0,81.0,alto,1,"[('Carrier', 73.0)]"
ABY,3,-7.69,-4.31,basso,13,"[('Carrier', 73.0)]"
ABY,3,25.0,29.0,medio,1,"[('Carrier', 73.0)]"
ABY,4,179.0,166.0,alto,2,"[('Carrier', 332.0)]"
ABY,4,1.5,-7.0,basso,4,"[('Carrier', 332.0)]"
ABY,5,85.5,85.5,alto,2,"[('Carrier', 268.0)]"
ABY,5,-7.77,-6.85,basso,13,"[('Carrier', 268.0)]"
ABY,5,51.0,50.5,medio,2,"[('Carrier', 268.0)]"
ABY,6,-6.73,-6.6,basso,15,"[('Carrier', 51.0)]"
ABY,6,51.0,52.0,medio,1,"[('Carrier', 51.0)]"
ABY,7,173.0,180.8,alto,5,"[('Carrier', 758.0)]"
ABY,7,1.5,-3.75,basso,12,"[('Carrier', 758.0)]"
ABY,7,25.5,22.5,medio,2,"[('Carrier', 758.0)]"
ABY,8,99.0,102.0,alto,2,"[('Carrier', 254.0)]"
ABY,8,-3.53,-3.4,basso,15,"[('Carrier', 254.0)]"
ABY,8,21.5,28.0,medio,2,"[('Carrier', 254.0)]"
ABY,9,68.0,65.0,alto,1,"[('Carrier', 149.0)]"
ABY,9,-10.46,-8.69,basso,13,"[('Carrier', 149.0)]"
ABY,9,34.67,36.67,medio,3,"[('Carrier', 149.0)]"
ABY,10,117.0,130.0,alto,1,"[('Carrier', 124.0)]"
ABY,10,-7.27,-5.8,basso,15,"[('Carrier', 124.0)]"
ABY,11,337.0,339.0,alto,1,"[('Carrier', 436.0)]"
ABY,11,-6.2,-8.93,basso,15,"[('Carrier', 436.0)]"
ABY,11,50.0,46.0,medio,1,"[('Carrier', 436.0)]"
ABY,12,153.29,161.86,alto,7,"[('Carrier', 838.0)]"
ABY,12,-10.94,-6.94,basso,17,"[('Carrier', 838.0)]"
ABY,12,25.5,28.5,medio,2,"[('Carrier', 838.0)]"
ACK,5,202.33,211.0,alto,3,"[('Carrier', 12.0)]"
ACK,5,-8.32,-11.41,basso,22,"[('Carrier', 12.0)]"
ACK,6,189.22,173.33,alto,9,"[('Carrier', 478.0)]"
ACK,6,-11.85,-7.66,basso,65,"[('Carrier', 478.0)]"
ACK,6,25.78,30.67,medio,9,"[('Carrier', 478.0)]"
ACK,7,151.27,143.0,alto,15,"[('Carrier', 1015.0)]"
ACK,7,-10.36,-7.27,basso,89,"[('Carrier', 1015.0)]"
ACK,7,28.4,32.6,medio,15,"[('Carrier', 1015.0)]"
ACK,8,172.79,167.14,alto,14,"[('Carrier', 516.0)]"
ACK,8,-6.23,-5.56,basso,99,"[('Carrier', 516.0)]"
ACK,8,27.17,33.67,medio,6,"[('Carrier', 516.0)]"
ACK,9,75.0,74.0,alto,1,"[('Carrier', 81.0)]"
ACK,9,-14.05,-10.3,basso,37,"[('Carrier', 81.0)]"
ACK,9,25.33,29.33,medio,3,"[('Carrier', 81.0)]"
ACK,10,-11.88,-9.88,basso,16,"[('NAS', 47.0)]"
ACK,10,5.0,20.0,medio,1,"[('NAS', 47.0)]"
ACT,1,122.0,129.0,alto,2,"[('Carrier', 76.0)]"
ACT,1,-4.81,-5.75,basso,16,"[('Carrier', 76.0)]"
ACT,1,31.0,34.67,medio,3,"[('Carrier', 76.0)]"
ACT,2,86.0,96.0,alto,1,"[('Carrier', 95.0)]"
ACT,2,-7.11,-3.26,basso,19,"[('Carrier', 95.0)]"
ACT,2,20.0,27.0,medio,1,"[('Carrier', 95.0)]"
ACT,3,82.0,95.0,alto,1,"[('Carrier', 5.0)]"
ACT,3,-4.42,-3.08,basso,12,"[('Carrier', 5.0)]"
ACT,3,26.5,18.0,medio,2,"[('Carrier', 5.0)]"
ACT,4,138.0,131.5,alto,2,"[('Carrier', 69.0)]"
ACT,4,-2.43,-3.0,basso,21,"[('Carrier', 69.0)]"
ACT,4,20.5,26.0,medio,2,"[('Carrier', 69.0)]"
ACT,5,195.0,184.0,alto,1,"[('Carrier', 50.0)]"
ACT,5,-6.27,-5.09,basso,22,"[('Carrier', 50.0)]"
ACT,5,47.0,41.5,medio,2,"[('Carrier', 50.0)]"
ACT,6,169.5,160.75,alto,4,"[('Carrier', 355.0)]"
ACT,6,-3.69,-3.88,basso,16,"[('Carrier', 355.0)]"
ACT,6,23.0,28.0,medio,1,"[('Carrier', 355.0)]"
ACT,7,150.67,137.33,alto,3,"[('Carrier', 461.0)]"
ACT,7,-3.89,-6.47,basso,19,"[('Carrier', 461.0)]"
ACT,7,40.0,46.8,medio,5,"[('Carrier', 461.0)]"
ACT,8,78.5,76.5,alto,2,"[('Carrier', 64.0)]"
ACT,8,1.8,-4.2,basso,20,"[('Carrier', 64.0)]"
ACT,8,28.0,29.0,medio,1,"[('Carrier', 64.0)]"
ACT,9,146.0,168.0,alto,1,"[('Carrier', 180.0)]"
ACT,9,-4.42,-5.75,basso,12,"[('Carrier', 180.0)]"
ACT,9,14.0,16.5,medio,2,"[('Carrier', 180.0)]"
ACT,10,107.0,114.14,alto,7,"[('Carrier', 534.0)]"
ACT,10,-10.43,-5.14,basso,14,"[('Carrier', 534.0)]"
ACT,10,30.6,31.2,medio,5,"[('Carrier', 534.0)]"
ACT,11,-5.73,-4.32,basso,22,"[('Carrier', 92.0)]"
ACT,11,43.5,46.5,medio,2,"[('Carrier', 92.0)]"
ACT,12,144.75,130.0,alto,4,"[('Carrier', 599.0)]"
ACT,12,1.92,-3.92,basso,12,"[('Carrier', 599.0)]"
ACT,12,31.5,35.0,medio,2,"[('Carrier', 599.0)]"
ACV,1,263.0,268.0,alto,3,"[('Carrier', 624.0)]"
ACV,1,-9.44,-6.0,basso,25,"[('Carrier', 624.0)]"
ACV,1,25.67,36.17,medio,6,"[('Carrier', 624.0)]"
ACV,2,175.5,164.0,alto,2,"[('Carrier', 40.0)]"
ACV,2,-5.86,-5.21,basso,29,"[('Carrier', 40.0)]"
ACV,2,45.0,23.0,medio,1,"[('Carrier', 40.0)]"
ACV,3,-7.81,-3.92,basso,26,"[('NAS', 208.0)]"
ACV,3,25.75,27.63,medio,8,"[('NAS', 208.0)]"
ACV,4,409.0,414.0,alto,1,"[('Carrier', 409.0)]"
ACV,4,-8.05,-1.59,basso,22,"[('Carrier', 409.0)]"
ACV,4,42.4,40.4,medio,5,"[('Carrier', 409.0)]"
ACV,5,240.2,234.8,alto,5,"[('Carrier', 444.0)]"
ACV,5,-5.3,-2.25,basso,20,"[('Carrier', 444.0)]"
ACV,5,36.83,27.5,medio,6,"[('Carrier', 444.0)]"
ACV,6,150.0,159.5,alto,2,"[('Carrier', 387.0)]"
ACV,6,-6.11,-4.32,basso,28,"[('Carrier', 387.0)]"
ACV,6,56.67,42.33,medio,3,"[('Carrier', 387.0)]"
ACV,7,337.0,347.0,alto,1,"[('Carrier', 105.0)]"
ACV,7,-5.83,-5.3,basso,23,"[('Carrier', 105.0)]"
ACV,7,42.67,39.33,medio,3,"[('Carrier', 105.0)]"
ACV,8,156.0,155.0,alto,1,"[('Carrier', 74.0)]"
ACV,8,1.21,-3.32,basso,34,"[('Carrier', 74.0)]"
ACV,8,36.8,37.8,medio,5,"[('Carrier', 74.0)]"
ACV,9,191.0,192.86,alto,7,"[('Carrier', 411.0)]"
ACV,9,-10.69,-5.14,basso,36,"[('Carrier', 411.0)]"
ACV,9,47.0,58.0,medio,1,"[('Carrier', 411.0)]"
ACV,10,196.5,188.0,alto,4,"[('Carrier', 592.0)]"
ACV,10,-8.24,-5.27,basso,37,"[('Carrier', 592.0)]"
ACV,10,45.0,35.0,medio,3,"[('Carrier', 592.0)]"
ACV,11,117.33,106.83,alto,6,"[('Carrier', 232.0)]"
ACV,11,-5.41,-5.03,basso,32,"[('Carrier', 232.0)]"
ACV,11,35.4,36.2,medio,5,"[('Carrier', 232.0)]"
ACV,12,320.5,319.5,alto,2,"[('Carrier', 715.0)]"
ACV,12,-5.83,-4.86,basso,35,"[('Carrier', 715.0)]"
ACV,12,46.67,33.17,medio,6,"[('Carrier', 715.0)]"
ACY,1,131.0,130.75,alto,4,"[('Carrier', 374.0)]"
ACY,1,-2.65,-4.79,basso,66,"[('Carrier', 374.0)]"
ACY,1,35.57,33.71,medio,7,"[('Carrier', 374.0)]"
ACY,2,150.22,145.22,alto,9,"[('Carrier', 710.0)]"
ACY,2,-10.97,-5.12,basso,68,"[('Carrier', 710.0)]"
ACY,2,15.78,25.89,medio,9,"[('Carrier', 710.0)]"
ACY,3,120.36,129.55,alto,11,"[('Carrier', 401.0)]"
ACY,3,-9.25,-4.3,basso,56,"[('Carrier', 401.0)]"
ACY,3,37.0,34.2,medio,15,"[('Carrier', 401.0)]"
ACY,4,84.25,98.25,alto,4,"[('Carrier', 259.0)]"
ACY,4,-16.51,-5.37,basso,63,"[('Carrier', 259.0)]"
ACY,4,32.71,32.29,medio,7,"[('Carrier', 259.0)]"
ACY,5,97.0,96.5,alto,2,"[('Carrier', 118.0)]"
ACY,5,-13.44,-5.7,basso,50,"[('Carrier', 118.0)]"
ACY,5,19.83,26.08,medio,12,"[('Carrier', 118.0)]"
ACY,6,138.29,138.43,alto,7,"[('Carrier', 342.0)]"
ACY,6,-12.46,-3.56,basso,48,"[('Carrier', 342.0)]"
ACY,6,26.0,35.71,medio,7,"[('Carrier', 342.0)]"
ACY,7,100.5,110.5,alto,2,"[('Carrier', 154.0)]"
ACY,7,-11.69,-2.29,basso,35,"[('Carrier', 154.0)]"
ACY,7,17.14,26.29,medio,7,"[('Carrier', 154.0)]"
ACY,8,152.43,155.29,alto,7,"[('Carrier', 303.0)]"
ACY,8,-7.84,-3.0,basso,50,"[('Carrier', 303.0)]"
ACY,8,26.64,31.18,medio,11,"[('Carrier', 303.0)]"
ACY,9,109.6,109.4,alto,5,"[('Carrier', 114.0)]"
ACY,9,-13.42,-5.42,basso,38,"[('Carrier', 114.0)]"
ACY,9,22.5,21.5,medio,2,"[('Carrier', 114.0)]"
ACY,10,116.0,131.0,alto,1,"[('Carrier', 4.0)]"
ACY,10,-13.36,-5.15,basso,59,"[('Carrier', 4.0)]"
ACY,10,18.75,31.25,medio,4,"[('Carrier', 4.0)]"
ACY,11,97.5,110.5,alto,2,"[('Carrier', 9.0)]"
ACY,11,-21.25,-6.27,basso,59,"[('Carrier', 9.0)]"
ACY,11,7.0,22.5,medio,2,"[('Carrier', 9.0)]"
ACY,12,101.75,113.25,alto,4,"[('Carrier', 163.0)]"
ACY,12,-19.27,-7.57,basso,44,"[('Carrier', 163.0)]"
ACY,12,18.0,23.83,medio,6,"[('Carrier', 163.0)]"
ADK,1,0.0,0.0,basso,2,"[('Weather', 2.0)]"
ADK,1,42.0,29.5,medio,2,"[('Weather', 2.0)]"
ADK,2,-31.0,-44.0,basso,2,"[('Weather', 1.0)]"
ADK,3,103.0,103.0,alto,1,"[('Late Aircraft', 103.0)]"
ADK,3,-40.0,-43.0,basso,1,"[('Late Aircraft', 103.0)]"
ADK,4,0.0,0.0,basso,1,"[('Weather', 1.0)]"
ADK,4,53.0,58.0,medio,1,"[('Weather', 1.0)]"
ADK,5,-45.0,-36.0,basso,1,"[('Late Aircraft', 19.0)]"
ADK,5,19.0,27.0,medio,1,"[('Late Aircraft', 19.0)]"
ADK,6,-23.0,-24.0,basso,2,[]
ADK,7,-13.67,-6.67,basso,3,[]
ADK,8,7.0,7.0,basso,3,"[('Security', 24.0)]"
ADK,8,24.0,42.0,medio,1,"[('Security', 24.0)]"
ADK,9,-10.0,-6.0,basso,1,"[('Security', 21.0)]"
ADK,9,21.0,37.0,medio,1,"[('Security', 21.0)]"
ADK,11,-9.25,-11.75,basso,4,"[('Weather', 1.0)]"
ADK,12,-3.5,-10.5,basso,4,"[('NAS', 16.0)]"
ADQ,1,67.33,74.0,alto,3,"[('Weather', 64.0)]"
ADQ,1,-16.91,-14.55,basso,11,"[('Weather', 64.0)]"
ADQ,1,32.5,23.0,medio,2,"[('Weather', 64.0)]"
ADQ,2,221.0,227.0,alto,1,"[('Weather', 45.0)]"
ADQ,2,-14.81,-8.38,basso,16,"[('Weather', 45.0)]"
ADQ,2,34.67,37.67,medio,3,"[('Weather', 45.0)]"
ADQ,3,145.67,146.33,alto,3,"[('NAS', 26.0)]"
ADQ,3,-10.27,-8.33,basso,15,"[('NAS', 26.0)]"
ADQ,4,61.0,65.0,alto,1,"[('Carrier', 41.0)]"
ADQ,4,-13.08,-9.42,basso,12,"[('Carrier', 41.0)]"
ADQ,4,41.0,50.0,medio,1,"[('Carrier', 41.0)]"
ADQ,5,53.0,64.0,alto,1,"[('Carrier', 27.0)]"
ADQ,5,-10.1,-9.85,basso,20,"[('Carrier', 27.0)]"
ADQ,5,33.0,26.0,medio,1,"[('Carrier', 27.0)]"
ADQ,6,-9.33,-9.47,basso,15,"[('Weather', 1.0)]"
ADQ,6,10.0,15.0,medio,1,"[('Weather', 1.0)]"
ADQ,7,264.0,261.5,alto,2,"[('Carrier', 107.0)]"
ADQ,7,-5.64,-5.09,basso,11,"[('Carrier', 107.0)]"
ADQ,8,77.0,76.0,alto,1,"[('Weather', 1.0)]"
ADQ,8,-9.52,-10.81,basso,21,"[('Weather', 1.0)]"
ADQ,9,-9.0,-16.0,basso,14,"[('NAS', 53.0)]"
ADQ,10,-7.45,-5.55,basso,20,"[('Carrier', 15.0)]"
ADQ,10,16.0,18.0,medio,2,"[('Carrier', 15.0)]"
ADQ,11,-3.88,-6.38,basso,8,"[('Carrier', 1.0)]"
ADQ,11,20.0,20.0,medio,3,"[('Carrier', 1.0)]"
ADQ,12,-6.87,-4.67,basso,15,"[('Weather', 14.0)]"
ADQ,12,36.0,30.0,medio,1,"[('Weather', 14.0)]"
AEX,1,248.25,241.75,alto,4,"[('Carrier', 180.0)]"
AEX,1,-5.73,-5.87,basso,30,"[('Carrier', 180.0)]"
AEX,1,33.0,43.33,medio,6,"[('Carrier', 180.0)]"
AEX,2,738.0,747.0,alto,1,"[('Carrier', 817.0)]"
AEX,2,-11.13,-7.26,basso,31,"[('Carrier', 817.0)]"
AEX,2,39.75,32.5,medio,4,"[('Carrier', 817.0)]"
AEX,3,104.5,125.25,alto,4,"[('Carrier', 20.0)]"
AEX,3,-15.9,-6.57,basso,30,"[('Carrier', 20.0)]"
AEX,3,33.0,17.5,medio,2,"[('Carrier', 20.0)]"
AEX,4,176.5,154.38,alto,8,"[('Carrier', 303.0)]"
AEX,4,-8.88,-6.92,basso,25,"[('Carrier', 303.0)]"
AEX,4,37.8,38.2,medio,5,"[('Carrier', 303.0)]"
AEX,5,341.2,338.4,alto,5,"[('Carrier', 373.0)]"
AEX,5,-5.17,-4.0,basso,36,"[('Carrier', 373.0)]"
AEX,5,40.0,33.67,medio,3,"[('Carrier', 373.0)]"
AEX,6,181.6,229.0,alto,5,"[('Carrier', 749.0)]"
AEX,6,-9.09,-5.36,basso,33,"[('Carrier', 749.0)]"
AEX,6,6.0,16.5,medio,2,"[('Carrier', 749.0)]"
AEX,7,202.33,208.0,alto,3,"[('Carrier', 310.0)]"
AEX,7,-6.18,-2.36,basso,39,"[('Carrier', 310.0)]"
AEX,7,21.75,27.13,medio,8,"[('Carrier', 310.0)]"
AEX,8,151.5,156.5,alto,2,"[('Carrier', 240.0)]"
AEX,8,-12.32,-4.68,basso,37,"[('Carrier', 240.0)]"
AEX,8,50.0,25.0,medio,1,"[('Carrier', 240.0)]"
AEX,9,120.5,124.0,alto,2,"[('Carrier', 76.0)]"
AEX,9,-8.12,-4.71,basso,34,"[('Carrier', 76.0)]"
AEX,9,30.0,33.4,medio,5,"[('Carrier', 76.0)]"
AEX,10,184.22,192.44,alto,9,"[('Carrier', 998.0)]"
AEX,10,-15.31,-7.59,basso,32,"[('Carrier', 998.0)]"
AEX,10,26.57,34.71,medio,7,"[('Carrier', 998.0)]"
AEX,11,257.5,260.5,alto,2,"[('Carrier', 535.0)]"
AEX,11,-10.24,-5.53,basso,38,"[('Carrier', 535.0)]"
AEX,11,25.0,23.0,medio,1,"[('Carrier', 535.0)]"
AEX,12,244.0,257.0,alto,1,"[('Carrier', 15.0)]"
AEX,12,-12.14,-4.67,basso,43,"[('Carrier', 15.0)]"
AEX,12,21.4,29.6,medio,5,"[('Carrier', 15.0)]"
AGS,1,147.53,152.67,alto,15,"[('Carrier', 1218.0)]"
AGS,1,-2.27,-1.87,basso,45,"[('Carrier', 1218.0)]"
AGS,1,42.88,31.25,medio,8,"[('Carrier', 1218.0)]"
AGS,2,108.4,123.2,alto,5,"[('Carrier', 433.0)]"
AGS,2,-13.19,-3.6,basso,52,"[('Carrier', 433.0)]"
AGS,2,18.67,20.0,medio,3,"[('Carrier', 433.0)]"
AGS,3,149.25,158.5,alto,4,"[('Carrier', 198.0)]"
AGS,3,-8.58,-4.43,basso,53,"[('Carrier', 198.0)]"
AGS,3,28.67,26.67,medio,3,"[('Carrier', 198.0)]"
AGS,4,89.55,93.82,alto,11,"[('Carrier', 494.0)]"
AGS,4,-6.32,-4.3,basso,96,"[('Carrier', 494.0)]"
AGS,4,28.0,31.14,medio,21,"[('Carrier', 494.0)]"
AGS,5,164.36,167.91,alto,11,"[('Carrier', 1030.0)]"
AGS,5,-6.96,-3.59,basso,49,"[('Carrier', 1030.0)]"
AGS,5,28.5,39.0,medio,4,"[('Carrier', 1030.0)]"
AGS,6,147.8,152.6,alto,5,"[('Carrier', 508.0)]"
AGS,6,-9.76,-5.04,basso,82,"[('Carrier', 508.0)]"
