airport,month,avg_arr_delay,avg_dep_delay,delay_band,flight_count,top3_causes
ABQ,3,150.59,151.7,alto,115,"[('Carrier', 6980.0)]"
ABQ,3,-8.04,-2.42,basso,1525,"[('Carrier', 6980.0)]"
ABQ,3,25.73,31.27,medio,251,"[('Carrier', 6980.0)]"
ABQ,4,140.91,143.41,alto,94,"[('Carrier', 5147.0)]"
ABQ,4,-8.67,-2.32,basso,1543,"[('Carrier', 5147.0)]"
ABQ,4,24.81,30.96,medio,263,"[('Carrier', 5147.0)]"
ABQ,5,144.12,154.62,alto,164,"[('Carrier', 10515.0)]"
ABQ,5,-7.21,-1.85,basso,1648,"[('Carrier', 10515.0)]"
ABQ,5,25.33,31.05,medio,321,"[('Carrier', 10515.0)]"
ABQ,6,143.38,147.6,alto,126,"[('Carrier', 8939.0)]"
ABQ,6,-6.99,-2.11,basso,1643,"[('Carrier', 8939.0)]"
ABQ,6,25.6,30.53,medio,310,"[('Carrier', 8939.0)]"
ABQ,7,150.16,152.89,alto,168,"[('Carrier', 10058.0)]"
ABQ,7,-7.1,-2.07,basso,1626,"[('Carrier', 10058.0)]"
ABQ,7,29.37,33.04,medio,332,"[('Carrier', 10058.0)]"
ABQ,8,129.1,131.06,alto,125,"[('Carrier', 7953.0)]"
ABQ,8,-8.2,-3.3,basso,1716,"[('Carrier', 7953.0)]"
ABQ,8,27.2,30.08,medio,234,"[('Carrier', 7953.0)]"
ABQ,9,122.7,127.7,alto,66,"[('Carrier', 5099.0)]"
ABQ,9,-10.18,-3.86,basso,1748,"[('Carrier', 5099.0)]"
ABQ,9,22.68,28.92,medio,221,"[('Carrier', 5099.0)]"
ABQ,10,137.13,141.68,alto,75,"[('Carrier', 5809.0)]"
ABQ,10,-8.09,-3.06,basso,2113,"[('Carrier', 5809.0)]"
ABQ,10,22.9,28.51,medio,212,"[('Carrier', 5809.0)]"
ABQ,11,133.99,134.52,alto,71,"[('Carrier', 4697.0)]"
ABQ,11,-7.19,-3.53,basso,1737,"[('Carrier', 4697.0)]"
ABQ,11,28.39,30.1,medio,185,"[('Carrier', 4697.0)]"
ABQ,12,158.08,158.9,alto,89,"[('Carrier', 4475.0)]"
ABQ,12,-9.25,-3.16,basso,1704,"[('Carrier', 4475.0)]"
ABQ,12,23.94,30.12,medio,223,"[('Carrier', 4475.0)]"
ABR,1,121.4,130.8,alto,5,"[('Carrier', 335.0)]"
ABR,1,-13.71,-3.08,basso,51,"[('Carrier', 335.0)]"
ABR,1,7.8,27.2,medio,5,"[('Carrier', 335.0)]"
ABR,2,304.5,321.0,alto,2,"[('Carrier', 48.0)]"
ABR,2,-22.42,-4.94,basso,53,"[('Carrier', 48.0)]"
ABR,2,13.67,34.0,medio,3,"[('Carrier', 48.0)]"
ABR,3,171.43,192.29,alto,7,"[('Carrier', 988.0)]"
ABR,3,-21.06,-4.02,basso,52,"[('Carrier', 988.0)]"
ABR,3,11.67,27.0,medio,3,"[('Carrier', 988.0)]"
ABR,4,344.0,365.67,alto,3,"[('Carrier', 688.0)]"
ABR,4,-16.05,-5.18,basso,56,"[('Carrier', 688.0)]"
ABR,4,-4.0,18.0,medio,1,"[('Carrier', 688.0)]"
ABR,5,130.67,140.5,alto,6,"[('Carrier', 772.0)]"
ABR,5,-10.7,-4.53,basso,53,"[('Carrier', 772.0)]"
ABR,5,36.0,39.33,medio,3,"[('Carrier', 772.0)]"
ABR,6,308.71,307.57,alto,7,"[('Carrier', 2304.0)]"
ABR,6,1.38,-3.38,basso,42,"[('Carrier', 2304.0)]"
ABR,6,49.55,37.82,medio,11,"[('Carrier', 2304.0)]"
ABR,7,138.29,132.29,alto,7,"[('Carrier', 948.0)]"
ABR,7,-10.18,-1.86,basso,49,"[('Carrier', 948.0)]"
ABR,7,32.67,35.67,medio,6,"[('Carrier', 948.0)]"
ABR,8,249.33,235.17,alto,6,"[('Carrier', 1252.0)]"
ABR,8,-8.62,-3.28,basso,50,"[('Carrier', 1252.0)]"
ABR,8,35.33,24.5,medio,6,"[('Carrier', 1252.0)]"
ABR,9,132.33,140.33,alto,3,"[('Carrier', 463.0)]"
ABR,9,-16.53,-5.35,basso,57,"[('Carrier', 463.0)]"
ABR,10,182.33,193.5,alto,6,"[('Carrier', 1209.0)]"
ABR,10,-16.44,-4.54,basso,50,"[('Carrier', 1209.0)]"
ABR,10,29.67,42.5,medio,6,"[('Carrier', 1209.0)]"
ABR,11,90.0,106.0,alto,3,"[('Carrier', 349.0)]"
ABR,11,-11.45,-4.59,basso,51,"[('Carrier', 349.0)]"
ABR,11,17.2,25.8,medio,5,"[('Carrier', 349.0)]"
ABR,12,348.1,356.8,alto,10,"[('Carrier', 3445.0)]"
ABR,12,-7.9,-4.21,basso,42,"[('Carrier', 3445.0)]"
ABR,12,25.5,34.13,medio,8,"[('Carrier', 3445.0)]"
ABY,1,294.14,304.86,alto,7,"[('Carrier', 1769.0)]"
ABY,1,-10.1,-4.44,basso,50,"[('Carrier', 1769.0)]"
ABY,1,18.6,26.6,medio,5,"[('Carrier', 1769.0)]"
ABY,2,194.83,199.33,alto,6,"[('Carrier', 944.0)]"
ABY,2,-7.69,-5.71,basso,45,"[('Carrier', 944.0)]"
ABY,2,15.57,27.71,medio,7,"[('Carrier', 944.0)]"
ABY,3,131.0,140.5,alto,4,"[('Carrier', 577.0)]"
ABY,3,-9.23,-5.43,basso,56,"[('Carrier', 577.0)]"
ABY,3,39.0,43.0,medio,2,"[('Carrier', 577.0)]"
ABY,4,137.0,130.25,alto,4,"[('Carrier', 806.0)]"
ABY,4,-3.1,-6.27,basso,49,"[('Carrier', 806.0)]"
ABY,4,39.0,35.43,medio,7,"[('Carrier', 806.0)]"
ABY,5,115.5,118.75,alto,8,"[('Carrier', 937.0)]"
ABY,5,-3.52,-5.9,basso,48,"[('Carrier', 937.0)]"
ABY,5,39.83,39.0,medio,6,"[('Carrier', 937.0)]"
ABY,6,66.25,72.0,alto,4,"[('Carrier', 456.0)]"
ABY,6,-6.63,-5.63,basso,51,"[('Carrier', 456.0)]"
ABY,6,40.0,45.6,medio,5,"[('Carrier', 456.0)]"
ABY,7,188.0,186.23,alto,13,"[('Carrier', 2296.0)]"
ABY,7,2.98,-5.52,basso,42,"[('Carrier', 2296.0)]"
ABY,7,27.43,29.43,medio,7,"[('Carrier', 2296.0)]"
ABY,8,261.44,266.44,alto,9,"[('Carrier', 1203.0)]"
ABY,8,-5.73,-4.44,basso,45,"[('Carrier', 1203.0)]"
ABY,8,21.13,29.5,medio,8,"[('Carrier', 1203.0)]"
ABY,9,95.8,101.6,alto,5,"[('Carrier', 592.0)]"
ABY,9,-6.53,-6.71,basso,49,"[('Carrier', 592.0)]"
ABY,9,41.5,40.17,medio,6,"[('Carrier', 592.0)]"
ABY,10,117.0,130.0,alto,1,"[('Carrier', 229.0)]"
ABY,10,-8.37,-6.73,basso,59,"[('Carrier', 229.0)]"
ABY,10,42.5,55.5,medio,2,"[('Carrier', 229.0)]"
ABY,11,195.0,190.0,alto,3,"[('Carrier', 801.0)]"
ABY,11,-7.17,-7.83,basso,70,"[('Carrier', 801.0)]"
ABY,11,34.75,38.0,medio,4,"[('Carrier', 801.0)]"
ABY,12,193.87,195.67,alto,15,"[('Carrier', 2473.0)]"
ABY,12,-14.26,-7.19,basso,57,"[('Carrier', 2473.0)]"
ABY,12,22.5,26.17,medio,6,"[('Carrier', 2473.0)]"
ACK,5,151.8,160.67,alto,15,"[('Carrier', 229.0)]"
ACK,5,-10.09,-9.62,basso,102,"[('Carrier', 229.0)]"
ACK,5,33.2,33.4,medio,10,"[('Carrier', 229.0)]"
ACK,6,173.32,174.27,alto,37,"[('Carrier', 1593.0)]"
ACK,6,-12.55,-8.13,basso,276,"[('Carrier', 1593.0)]"
ACK,6,39.27,36.27,medio,33,"[('Carrier', 1593.0)]"
ACK,7,140.27,137.04,alto,51,"[('Carrier', 2138.0)]"
ACK,7,-10.39,-7.24,basso,364,"[('Carrier', 2138.0)]"
ACK,7,32.2,33.41,medio,64,"[('Carrier', 2138.0)]"
ACK,8,181.4,179.66,alto,47,"[('Carrier', 2118.0)]"
ACK,8,-6.35,-5.18,basso,390,"[('Carrier', 2118.0)]"
ACK,8,32.16,35.78,medio,37,"[('Carrier', 2118.0)]"
ACK,9,101.78,238.0,alto,9,"[('Carrier', 121.0)]"
ACK,9,-11.55,-9.64,basso,155,"[('Carrier', 121.0)]"
ACK,9,40.0,37.55,medio,11,"[('Carrier', 121.0)]"
ACK,10,162.0,168.0,alto,3,"[('Carrier', 162.0)]"
ACK,10,-13.55,-9.9,basso,67,"[('Carrier', 162.0)]"
ACK,10,28.5,34.5,medio,4,"[('Carrier', 162.0)]"
ACT,1,268.8,272.8,alto,10,"[('Carrier', 1282.0)]"
ACT,1,-7.87,-5.87,basso,71,"[('Carrier', 1282.0)]"
ACT,1,34.25,36.42,medio,12,"[('Carrier', 1282.0)]"
ACT,2,70.25,82.5,alto,4,"[('Carrier', 194.0)]"
ACT,2,-5.96,-4.51,basso,80,"[('Carrier', 194.0)]"
ACT,2,36.0,31.0,medio,3,"[('Carrier', 194.0)]"
ACT,3,69.75,75.25,alto,4,"[('Carrier', 11.0)]"
ACT,3,-2.48,-3.0,basso,82,"[('Carrier', 11.0)]"
ACT,3,29.43,29.57,medio,7,"[('Carrier', 11.0)]"
ACT,4,179.67,171.83,alto,6,"[('Carrier', 190.0)]"
ACT,4,-3.61,-3.61,basso,74,"[('Carrier', 190.0)]"
ACT,4,30.7,33.8,medio,10,"[('Carrier', 190.0)]"
ACT,5,186.91,187.64,alto,11,"[('Carrier', 1231.0)]"
ACT,5,-4.72,-5.68,basso,74,"[('Carrier', 1231.0)]"
ACT,5,31.14,34.29,medio,7,"[('Carrier', 1231.0)]"
ACT,6,150.88,149.94,alto,17,"[('Carrier', 1532.0)]"
ACT,6,-3.6,-4.02,basso,58,"[('Carrier', 1532.0)]"
ACT,6,29.67,34.27,medio,15,"[('Carrier', 1532.0)]"
ACT,7,143.3,139.0,alto,10,"[('Carrier', 1344.0)]"
ACT,7,-4.49,-6.15,basso,74,"[('Carrier', 1344.0)]"
ACT,7,41.5,45.75,medio,8,"[('Carrier', 1344.0)]"
ACT,8,107.4,103.8,alto,5,"[('Carrier', 452.0)]"
ACT,8,-1.86,-4.3,basso,76,"[('Carrier', 452.0)]"
ACT,8,40.73,36.73,medio,11,"[('Carrier', 452.0)]"
ACT,9,166.5,174.75,alto,4,"[('Carrier', 520.0)]"
ACT,9,-5.84,-4.89,basso,75,"[('Carrier', 520.0)]"
ACT,9,29.64,27.09,medio,11,"[('Carrier', 520.0)]"
ACT,10,115.0,119.56,alto,18,"[('Carrier', 1747.0)]"
ACT,10,-7.42,-6.16,basso,62,"[('Carrier', 1747.0)]"
ACT,10,32.5,33.58,medio,12,"[('Carrier', 1747.0)]"
ACT,11,153.75,157.5,alto,4,"[('Carrier', 540.0)]"
ACT,11,-6.63,-4.91,basso,75,"[('Carrier', 540.0)]"
ACT,11,36.71,39.86,medio,7,"[('Carrier', 540.0)]"
ACT,12,136.63,135.06,alto,16,"[('Carrier', 2085.0)]"
ACT,12,-3.23,-4.66,basso,61,"[('Carrier', 2085.0)]"
ACT,12,34.46,33.46,medio,13,"[('Carrier', 2085.0)]"
ACV,1,190.33,195.13,alto,15,"[('Carrier', 1335.0)]"
ACV,1,-10.13,-5.32,basso,117,"[('Carrier', 1335.0)]"
ACV,1,27.31,32.88,medio,16,"[('Carrier', 1335.0)]"
ACV,2,357.87,360.0,alto,15,"[('Carrier', 593.0)]"
ACV,2,-5.41,-5.65,basso,101,"[('Carrier', 593.0)]"
ACV,2,40.18,37.95,medio,22,"[('Carrier', 593.0)]"
ACV,3,202.46,205.92,alto,13,"[('Carrier', 1438.0)]"
ACV,3,-7.59,-4.73,basso,106,"[('Carrier', 1438.0)]"
ACV,3,31.0,32.1,medio,29,"[('Carrier', 1438.0)]"
ACV,4,145.58,146.5,alto,12,"[('Carrier', 1050.0)]"
ACV,4,-7.59,-4.16,basso,94,"[('Carrier', 1050.0)]"
ACV,4,48.36,37.07,medio,14,"[('Carrier', 1050.0)]"
ACV,5,174.42,168.17,alto,12,"[('Carrier', 602.0)]"
ACV,5,-7.71,-3.76,basso,97,"[('Carrier', 602.0)]"
ACV,5,30.23,29.15,medio,13,"[('Carrier', 602.0)]"
ACV,6,185.78,191.11,alto,9,"[('Carrier', 1401.0)]"
ACV,6,-7.74,-4.14,basso,95,"[('Carrier', 1401.0)]"
ACV,6,39.0,34.3,medio,10,"[('Carrier', 1401.0)]"
ACV,7,337.8,332.9,alto,10,"[('Carrier', 2484.0)]"
ACV,7,-6.7,-4.93,basso,120,"[('Carrier', 2484.0)]"
ACV,7,38.91,35.18,medio,11,"[('Carrier', 2484.0)]"
ACV,8,191.11,184.44,alto,9,"[('Carrier', 493.0)]"
ACV,8,-3.87,-3.88,basso,119,"[('Carrier', 493.0)]"
ACV,8,30.63,28.94,medio,16,"[('Carrier', 493.0)]"
ACV,9,283.37,285.79,alto,19,"[('Carrier', 1497.0)]"
ACV,9,-10.4,-5.1,basso,124,"[('Carrier', 1497.0)]"
ACV,9,31.38,34.88,medio,8,"[('Carrier', 1497.0)]"
ACV,10,234.8,234.05,alto,20,"[('Carrier', 1976.0)]"
ACV,10,-7.56,-5.31,basso,148,"[('Carrier', 1976.0)]"
ACV,10,30.55,32.91,medio,11,"[('Carrier', 1976.0)]"
ACV,11,107.11,105.06,alto,18,"[('Carrier', 707.0)]"
ACV,11,-5.73,-4.96,basso,143,"[('Carrier', 707.0)]"
ACV,11,29.88,32.69,medio,16,"[('Carrier', 707.0)]"
ACV,12,164.29,169.57,alto,7,"[('Carrier', 1179.0)]"
ACV,12,-6.78,-5.77,basso,137,"[('Carrier', 1179.0)]"
ACV,12,39.91,32.18,medio,11,"[('Carrier', 1179.0)]"
ACY,1,134.56,138.78,alto,9,"[('Carrier', 754.0)]"
ACY,1,-4.72,-5.48,basso,229,"[('Carrier', 754.0)]"
ACY,1,30.88,29.38,medio,24,"[('Carrier', 754.0)]"
ACY,2,134.88,136.0,alto,16,"[('Carrier', 1133.0)]"
ACY,2,-11.62,-5.02,basso,229,"[('Carrier', 1133.0)]"
ACY,2,25.43,34.32,medio,37,"[('Carrier', 1133.0)]"
ACY,3,157.5,156.47,alto,34,"[('Carrier', 1585.0)]"
ACY,3,-8.94,-4.44,basso,222,"[('Carrier', 1585.0)]"
ACY,3,31.79,33.18,medio,71,"[('Carrier', 1585.0)]"
ACY,4,130.53,132.6,alto,15,"[('Carrier', 458.0)]"
ACY,4,-16.73,-6.56,basso,259,"[('Carrier', 458.0)]"
ACY,4,28.96,34.48,medio,25,"[('Carrier', 458.0)]"
ACY,5,134.46,135.54,alto,13,"[('Carrier', 199.0)]"
ACY,5,-11.36,-4.92,basso,238,"[('Carrier', 199.0)]"
ACY,5,24.94,30.91,medio,35,"[('Carrier', 199.0)]"
ACY,6,129.86,135.41,alto,29,"[('Carrier', 1721.0)]"
ACY,6,-14.5,-4.42,basso,187,"[('Carrier', 1721.0)]"
ACY,6,23.14,31.46,medio,28,"[('Carrier', 1721.0)]"
ACY,7,171.47,181.18,alto,17,"[('Carrier', 1599.0)]"
ACY,7,-12.26,-3.27,basso,177,"[('Carrier', 1599.0)]"
ACY,7,27.49,35.84,medio,37,"[('Carrier', 1599.0)]"
ACY,8,136.0,137.96,alto,27,"[('Carrier', 1047.0)]"
ACY,8,-8.79,-3.47,basso,215,"[('Carrier', 1047.0)]"
ACY,8,27.79,31.47,medio,38,"[('Carrier', 1047.0)]"
ACY,9,113.75,114.0,alto,8,"[('Carrier', 443.0)]"
ACY,9,-13.51,-5.63,basso,173,"[('Carrier', 443.0)]"
ACY,9,23.38,28.94,medio,16,"[('Carrier', 443.0)]"
ACY,10,97.83,112.5,alto,6,"[('Carrier', 252.0)]"
ACY,10,-14.65,-5.38,basso,194,"[('Carrier', 252.0)]"
ACY,10,27.46,37.62,medio,13,"[('Carrier', 252.0)]"
ACY,11,179.17,196.5,alto,6,"[('Carrier', 754.0)]"
ACY,11,-20.94,-7.67,basso,219,"[('Carrier', 754.0)]"
ACY,11,20.25,34.38,medio,16,"[('Carrier', 754.0)]"
ACY,12,89.29,98.94,alto,17,"[('Carrier', 686.0)]"
ACY,12,-15.16,-6.21,basso,148,"[('Carrier', 686.0)]"
ACY,12,23.76,31.6,medio,25,"[('Carrier', 686.0)]"
ADK,1,-6.14,-10.43,basso,7,"[('Weather', 3.0)]"
ADK,1,42.0,29.5,medio,2,"[('Weather', 3.0)]"
ADK,2,-34.75,-36.88,basso,8,"[('Weather', 1.0)]"
ADK,3,103.0,103.0,alto,1,"[('Late Aircraft', 103.0)]"
ADK,3,-40.63,-42.88,basso,8,"[('Late Aircraft', 103.0)]"
ADK,4,217.0,225.0,alto,1,"[('Weather', 1.0)]"
ADK,4,-22.0,-18.33,basso,6,"[('Weather', 1.0)]"
ADK,4,53.0,58.0,medio,1,"[('Weather', 1.0)]"
ADK,5,-42.57,-33.43,basso,7,"[('Security', 15.0)]"
ADK,5,17.0,22.0,medio,2,"[('Security', 15.0)]"
ADK,6,-16.22,-20.22,basso,9,"[('Weather', 1.0)]"
ADK,7,-9.43,-7.0,basso,7,"[('NAS', 4.0)]"
ADK,7,36.5,37.5,medio,2,"[('NAS', 4.0)]"
ADK,8,135.0,170.0,alto,1,"[('Security', 67.0)]"
ADK,8,-0.67,1.17,basso,6,"[('Security', 67.0)]"
ADK,8,33.5,49.0,medio,2,"[('Security', 67.0)]"
ADK,9,73.0,70.0,alto,1,"[('NAS', 3.0)]"
ADK,9,-7.6,-0.8,basso,5,"[('NAS', 3.0)]"
ADK,9,16.5,31.0,medio,2,"[('NAS', 3.0)]"
ADK,10,-15.88,-13.0,basso,8,"[('Carrier', 16.0)]"
ADK,10,16.0,29.0,medio,1,"[('Carrier', 16.0)]"
ADK,11,73.0,61.0,alto,1,"[('Weather', 1.0)]"
ADK,11,-4.38,-11.75,basso,8,"[('Weather', 1.0)]"
ADK,12,-15.63,-19.38,basso,8,"[('NAS', 16.0)]"
ADQ,1,83.75,92.38,alto,8,"[('Carrier', 244.0)]"
ADQ,1,-15.6,-12.75,basso,40,"[('Carrier', 244.0)]"
ADQ,1,27.75,30.63,medio,8,"[('Carrier', 244.0)]"
ADQ,2,126.33,134.33,alto,3,"[('Carrier', 93.0)]"
ADQ,2,-13.96,-10.08,basso,50,"[('Carrier', 93.0)]"
ADQ,2,28.6,33.8,medio,5,"[('Carrier', 93.0)]"
ADQ,3,161.8,164.0,alto,5,"[('Carrier', 18.0)]"
ADQ,3,-14.52,-11.23,basso,48,"[('Carrier', 18.0)]"
ADQ,3,22.43,26.86,medio,7,"[('Carrier', 18.0)]"
ADQ,4,165.0,168.5,alto,2,"[('Carrier', 426.0)]"
ADQ,4,-14.94,-11.15,basso,48,"[('Carrier', 426.0)]"
ADQ,4,33.5,39.38,medio,8,"[('Carrier', 426.0)]"
ADQ,5,52.5,62.5,alto,2,"[('Carrier', 92.0)]"
ADQ,5,-10.79,-9.06,basso,66,"[('Carrier', 92.0)]"
ADQ,5,40.25,42.0,medio,4,"[('Carrier', 92.0)]"
ADQ,6,74.5,76.5,alto,2,"[('Carrier', 120.0)]"
ADQ,6,-11.29,-11.61,basso,69,"[('Carrier', 120.0)]"
ADQ,6,31.8,36.2,medio,5,"[('Carrier', 120.0)]"
ADQ,7,212.0,210.0,alto,6,"[('Carrier', 443.0)]"
ADQ,7,-6.85,-6.93,basso,67,"[('Carrier', 443.0)]"
ADQ,7,19.0,24.67,medio,6,"[('Carrier', 443.0)]"
ADQ,8,100.0,100.0,alto,3,"[('Carrier', 86.0)]"
ADQ,8,-8.44,-8.16,basso,75,"[('Carrier', 86.0)]"
ADQ,8,24.25,27.38,medio,8,"[('Carrier', 86.0)]"
ADQ,9,89.0,87.0,alto,1,"[('Weather', 125.0)]"
ADQ,9,-11.38,-12.55,basso,86,"[('Weather', 125.0)]"
ADQ,9,47.67,43.0,medio,3,"[('Weather', 125.0)]"
ADQ,10,131.67,130.33,alto,3,"[('Carrier', 145.0)]"
ADQ,10,-7.1,-5.73,basso,52,"[('Carrier', 145.0)]"
ADQ,10,32.29,31.43,medio,7,"[('Carrier', 145.0)]"
ADQ,11,357.33,358.67,alto,3,"[('Carrier', 824.0)]"
ADQ,11,-2.5,-4.57,basso,42,"[('Carrier', 824.0)]"
ADQ,11,28.31,27.46,medio,13,"[('Carrier', 824.0)]"
ADQ,12,174.67,169.67,alto,3,"[('Carrier', 18.0)]"
ADQ,12,-8.89,-6.76,basso,55,"[('Carrier', 18.0)]"
ADQ,12,29.67,30.0,medio,3,"[('Carrier', 18.0)]"
AEX,1,259.19,249.38,alto,16,"[('Carrier', 874.0)]"
AEX,1,-4.48,-4.59,basso,123,"[('Carrier', 874.0)]"
AEX,1,32.44,38.5,medio,16,"[('Carrier', 874.0)]"
AEX,2,234.67,239.67,alto,6,"[('Carrier', 1557.0)]"
AEX,2,-10.48,-6.24,basso,130,"[('Carrier', 1557.0)]"
AEX,2,37.75,33.63,medio,8,"[('Carrier', 1557.0)]"
AEX,3,153.88,165.25,alto,8,"[('Carrier', 630.0)]"
AEX,3,-10.39,-4.63,basso,140,"[('Carrier', 630.0)]"
AEX,3,41.43,34.86,medio,7,"[('Carrier', 630.0)]"
AEX,4,284.56,266.72,alto,18,"[('Carrier', 1659.0)]"
AEX,4,-8.29,-5.48,basso,122,"[('Carrier', 1659.0)]"
AEX,4,33.8,35.1,medio,10,"[('Carrier', 1659.0)]"
AEX,5,166.96,169.96,alto,23,"[('Carrier', 1245.0)]"
AEX,5,-5.67,-4.33,basso,123,"[('Carrier', 1245.0)]"
AEX,5,33.67,27.56,medio,9,"[('Carrier', 1245.0)]"
AEX,6,209.69,231.23,alto,13,"[('Carrier', 2161.0)]"
AEX,6,-10.41,-4.74,basso,145,"[('Carrier', 2161.0)]"
AEX,6,17.18,26.18,medio,11,"[('Carrier', 2161.0)]"
